,age,CompanyName,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
284,18,Maruti,110000,45000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
285,12,Tata,450000,80000,0,0,0,2,11.57,2179,138.1,320Nm@ 1700-2700rpm,7
286,14,Mahindra,400000,170000,0,0,0,1,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
287,16,Mahindra,210000,207890,0,0,0,1,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
288,5,Mercedes-Benz,4600000,7976,0,0,1,0,17.9,2143,170.0,400Nm@ 1400-2800rpm,5
289,7,Maruti,220000,35000,1,0,0,0,16.8,796,34.2,59Nm@ 2500rpm,8
290,6,Hyundai,450000,35000,1,0,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
292,10,Hyundai,290000,50000,1,0,1,0,16.95,1197,78.9,111.8Nm@ 4000rpm,5
293,7,Maruti,520000,20000,1,0,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
294,12,Hyundai,265000,20000,1,0,1,0,16.95,1197,78.9,111.8Nm@ 4000rpm,5
295,11,Maruti,330000,50000,1,0,0,1,18.6,1197,85.8,114Nm@ 4000rpm,5
297,9,Mahindra,509999,120000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
298,9,Hyundai,500000,70000,1,0,0,0,17.1,1591,121.3,154.9Nm@ 4200rpm,5
299,8,Hyundai,525000,50000,1,0,0,0,17.19,1197,81.86,114.73Nm@ 4000rpm,5
300,4,Maruti,675000,16500,1,0,0,0,21.01,1197,81.8,113Nm@ 4200rpm,5
301,13,Hyundai,300000,70000,1,0,0,0,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5
302,18,Maruti,90000,99361,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
303,6,Maruti,650000,25000,0,0,0,0,26.59,1248,74.0,190Nm@ 2000rpm,5
304,9,Maruti,409000,70000,1,0,0,1,19.1,1197,85.8,114Nm@ 4000rpm,5
305,8,Hyundai,395000,80000,0,0,0,1,24.0,1120,70.0,160Nm@ 1500-2750rpm,5
307,9,Maruti,400000,70000,1,0,0,1,19.1,1197,85.8,114Nm@ 4000rpm,5
308,11,Chevrolet,120000,60000,1,0,0,2,18.6,1199,79.4,108Nm@ 4400rpm,5
309,5,Tata,645000,10000,1,0,1,0,20.3,1199,84.0,114Nm@ 3500rpm,5
310,17,Maruti,81000,80000,1,0,0,0,16.1,796,37.0,59Nm@ 2500rpm,4
311,6,Honda,1300000,30000,0,0,0,0,25.6,1498,97.9,200Nm@ 1750rpm,5
312,6,Honda,1250000,33000,0,0,0,0,25.6,1498,97.9,200Nm@ 1750rpm,5
313,10,Maruti,535000,90000,1,0,0,2,16.02,1373,93.7,130Nm@ 4000rpm,7
314,9,Nissan,555000,80100,0,0,0,1,19.01,1461,108.5,248Nm@ 2250rpm,5
315,9,Honda,725000,120000,1,0,0,0,17.4,1497,117.3,145Nm@ 4600rpm,5
317,7,Renault,229999,40000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
318,10,Toyota,800000,160000,0,0,0,1,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
319,6,Maruti,409999,47000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
320,5,Hyundai,1210000,25000,0,0,0,0,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5
321,6,Tata,400000,26000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
322,5,Hyundai,520000,29000,0,0,0,0,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5
323,7,Maruti,650000,50000,1,0,1,0,21.4,1197,83.1,115Nm@ 4000rpm,5
324,12,Maruti,325000,58000,1,0,0,2,16.1,1298,88.2,"11.5@ 4,500(kgm@ rpm)",5
325,11,Maruti,420000,120000,1,0,1,0,17.4,1197,85.8,114Nm@ 4000rpm,5
326,9,Maruti,400000,50000,1,0,0,0,20.4,1197,81.8,113Nm@ 4200rpm,5
327,13,Hyundai,254999,80000,1,0,0,3,17.0,1197,80.0,"11.4 kgm at 4,000 rpm",5
328,20,Maruti,65000,60000,1,0,0,3,17.3,993,60.0,78Nm@ 4500rpm,5
329,6,Maruti,351000,36000,1,0,0,0,23.1,998,67.04,90Nm@ 3500rpm,5
330,16,Toyota,404000,120000,0,0,0,2,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
331,12,Maruti,185000,185000,0,0,0,2,21.1,1248,73.9,190Nm@ 2000rpm,5
332,12,Nissan,250000,50000,0,0,0,0,23.08,1461,63.1,160Nm@ 2000rpm,5
333,21,Maruti,60000,100000,1,0,0,3,17.3,993,60.0,78Nm@ 4500rpm,5
334,10,Hyundai,500000,50000,1,0,0,1,17.1,1591,121.3,154.9Nm@ 4200rpm,5
335,16,Maruti,85000,80000,1,0,0,1,18.2,998,67.1,90Nm@ 3500rpm,5
337,18,Maruti,85000,80000,1,0,0,3,19.7,796,46.3,62Nm@ 3000rpm,5
338,12,Maruti,265000,90000,0,0,0,3,19.3,1248,73.9,190Nm@ 2000rpm,5
339,13,Maruti,130000,162000,1,0,0,1,19.0,998,66.1,90Nm@ 3500rpm,5
340,10,Maruti,480000,110000,0,0,0,2,20.77,1248,88.76,200Nm@ 1750rpm,7
341,15,Maruti,170000,120000,0,0,0,2,17.8,1248,75.0,190Nm@ 2000rpm,5
342,12,Nissan,275000,45000,0,0,0,0,23.08,1461,63.1,160Nm@ 2000rpm,5
343,18,Maruti,89000,90000,1,0,0,1,18.9,998,67.1,90Nm@ 3500rpm,5
344,13,Ford,170000,90000,0,0,0,1,20.0,1399,68.0,160Nm@ 2000rpm,5
345,4,Mahindra,1090000,16500,1,1,0,0,17.0,1197,110.0,200Nm@ 2000-3500rpm,5
346,6,Hyundai,1100000,67000,0,0,1,0,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5
347,5,Maruti,610000,52000,1,1,0,0,22.0,1197,81.8,113Nm@ 4200rpm,5
348,7,Datsun,335000,40000,1,1,0,0,20.63,1198,67.0,104Nm@ 4000rpm,5
349,8,Hyundai,434999,40000,1,1,0,0,18.9,1197,82.0,114Nm@ 4000rpm,5
350,5,Toyota,3000000,35000,0,0,0,0,14.24,2755,174.5,420Nm@ 1400-2600rpm,7
351,5,Renault,390000,13000,1,1,0,0,20.71,799,53.26,72Nm@ 4386rpm,5
352,11,Honda,325000,40000,1,1,0,0,18.5,1198,86.8,109Nm@ 4500rpm,5
353,4,Volkswagen,640000,10000,1,1,0,0,17.0,1198,73.75,110Nm@ 3750rpm,5
354,11,Nissan,450000,9000,1,1,0,0,16.95,1498,97.7,134Nm@ 4000rpm,5
355,10,Toyota,400000,70000,0,1,0,1,23.59,1364,67.06,170Nm@ 1800-2400rpm,5
356,14,Hyundai,215000,60000,1,1,0,0,20.36,1197,78.9,111.8Nm@ 4000rpm,5
357,9,Renault,570000,40000,0,1,0,0,20.45,1461,83.8,200Nm@ 1900rpm,5
358,11,Mahindra,680000,93000,0,1,0,0,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
359,15,Toyota,325000,80000,0,0,0,3,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
360,12,Tata,150000,50000,1,0,0,1,15.64,1193,64.08,100Nm@ 2700rpm,5
361,10,Hyundai,690000,68000,1,1,1,0,14.5,1797,147.5,177.5Nm@ 4700rpm,5
362,10,Mercedes-Benz,1550000,25000,0,0,1,0,14.84,2143,170.0,400Nm@ 1400-2800rpm,5
363,11,Tata,64000,18000,1,1,0,0,25.4,624,37.5,51Nm@ 4000rpm,4
364,10,Nissan,250000,120000,0,0,0,0,23.08,1461,63.1,160Nm@ 2000rpm,5
365,18,Maruti,65000,35000,1,0,0,0,18.9,998,67.1,90Nm@ 3500rpm,5
366,7,Maruti,550000,60000,0,0,0,1,26.59,1248,74.0,190Nm@ 2000rpm,5
367,13,Hyundai,140000,70000,1,0,0,3,20.36,1197,78.9,111.7Nm@ 4000rpm,5
368,7,Renault,300000,30000,1,0,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
369,7,Volkswagen,800000,70000,1,0,1,0,16.34,1798,189.3,250Nm@ 1250-5300rpm,5
373,8,Tata,503000,110000,0,0,0,0,14.1,2179,147.94,320Nm@ 1500-3000rpm,7
374,4,Volvo,3800000,20000,0,0,1,0,18.0,1969,190.0,400Nm,5
375,7,Toyota,2000000,68089,1,2,1,0,19.16,2494,157.7,213Nm@ 4500rpm,5
376,10,Maruti,225000,58343,1,2,0,0,21.79,998,67.05,90Nm@ 3500rpm,5
377,5,Maruti,740000,38817,0,1,0,0,27.39,1248,74.0,190Nm@ 2000rpm,5
378,7,Honda,550000,56494,1,2,0,0,18.2,1199,88.7,110Nm@ 4800rpm,5
379,10,Toyota,750000,79328,0,2,0,1,12.99,2494,100.6,200Nm@ 1200-3600rpm,7
380,4,Maruti,650000,5621,1,2,1,0,22.0,1197,81.8,113Nm@ 4200rpm,5
381,6,Toyota,625000,25538,1,2,0,0,16.78,1496,88.73,132Nm@ 3000rpm,5
382,5,Maruti,600000,69779,1,1,1,0,22.0,1197,81.8,113Nm@ 4200rpm,5
383,6,Hyundai,450000,56290,0,1,0,0,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5
384,4,BMW,5400000,7500,0,1,1,0,16.78,1995,190.0,400Nm@ 1750-2500rpm,5
385,4,BMW,5500000,8500,0,1,1,0,16.78,1995,190.0,400Nm@ 1750-2500rpm,5
386,4,Honda,779000,7032,1,2,1,0,19.0,1199,88.76,110Nm@ 4800rpm,5
388,5,Volvo,2475000,2000,0,1,1,0,16.8,1984,150.0,350Nm@ 1500-2750rpm,5
389,13,Hyundai,150000,106000,1,0,0,2,20.36,1197,78.9,111.7Nm@ 4000rpm,5
391,14,Honda,500000,120000,1,0,1,1,11.1,2354,158.8,218Nm@ 4200rpm,5
392,8,Maruti,480000,90000,0,0,0,0,26.59,1248,74.0,190Nm@ 2000rpm,5
393,9,Hyundai,535000,70000,0,0,0,2,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5
394,18,Toyota,250000,240000,0,0,0,2,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
395,11,Maruti,300000,100000,0,0,0,1,21.5,1248,88.8,200Nm@ 1750rpm,5
396,14,Hyundai,340000,214000,1,0,0,1,13.9,1599,103.2,"14.9@ 3,000(kgm@ rpm)",5
397,14,Hyundai,340000,214000,0,0,0,1,16.8,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5
398,7,Maruti,240000,50000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
399,5,Honda,1085000,1000,1,0,1,0,18.0,1497,117.6,145Nm@ 4600rpm,5
400,6,Maruti,750000,19000,0,0,1,0,28.4,1248,74.02,190Nm@ 2000rpm,5
401,11,Tata,95000,265000,0,0,0,1,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5
402,3,Maruti,409999,35000,2,0,0,0,20.88,1196,61.7,85Nm@ 3000rpm,5
403,9,Maruti,215000,80000,1,0,0,1,23.95,998,67.05,90Nm@ 3500rpm,5
404,7,Mahindra,1290000,50000,0,0,1,0,16.0,2179,140.0,330Nm@ 1600-2800rpm,7
405,13,Maruti,150000,80000,1,0,0,0,20.92,998,67.1,90Nm@ 3500rpm,5
406,10,Hyundai,219000,50000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
407,5,Tata,325000,100000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
408,10,Maruti,260000,120000,1,0,0,1,15.1,1196,73.0,101Nm@ 3000rpm,5
428,4,Honda,700000,40000,0,0,1,0,23.8,1498,78.9,160Nm@ 1750rpm,5
429,6,Hyundai,950000,45000,0,0,0,0,21.38,1396,88.7,219.7Nm@ 1500-2750rpm,5
430,13,Maruti,160000,80000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
431,8,Hyundai,409999,135000,0,0,0,1,24.4,1120,71.01,180.4Nm@ 1750-2500rpm,5
432,8,Toyota,840000,120000,0,0,0,1,12.99,2494,100.6,200Nm@ 1400-3400rpm,7
433,10,Toyota,450000,67000,0,0,0,0,23.59,1364,67.1,170Nm@ 1800-2400rpm,5
434,6,Maruti,900000,50000,0,0,0,0,28.4,1248,74.02,190Nm@ 2000rpm,5
435,15,Toyota,570000,134000,0,0,0,1,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),7
436,12,Nissan,254999,110000,0,0,0,1,23.08,1461,63.1,160Nm@ 2000rpm,5
437,14,Maruti,130000,40000,1,0,0,0,16.1,796,37.0,59Nm@ 2500rpm,4
438,10,Maruti,530000,120000,0,0,0,1,23.4,1248,74.0,190Nm@ 2000rpm,5
439,8,Volkswagen,520000,110000,0,0,0,1,20.14,1498,88.8,230Nm@ 1500-2500rpm,5
440,12,Mahindra,229999,170000,0,0,0,1,21.0,1461,64.1,160Nm@ 2000rpm,5
441,19,Maruti,81000,80000,1,0,0,1,16.1,796,37.0,59Nm@ 2500rpm,4
442,7,Maruti,600000,47000,0,0,0,0,25.2,1248,74.0,190Nm@ 2000rpm,5
443,8,Hyundai,409999,93000,1,0,0,0,19.1,1197,81.86,113.75Nm@ 4000rpm,5
444,13,Maruti,120000,70000,1,0,0,1,16.1,796,37.0,59Nm@ 2500rpm,4
445,9,Maruti,320000,50000,1,0,0,0,23.1,998,67.04,90Nm@ 3500rpm,5
446,8,Ford,292000,70000,0,0,0,0,20.0,1399,68.05,160Nm@ 2000rpm,5
447,11,Tata,390000,80000,0,0,0,0,13.93,2179,138.03,320Nm@ 1700-2700rpm,7
448,7,Ford,550000,44000,1,0,0,0,18.16,1196,86.8,112Nm@ 4000rpm,5
449,9,Maruti,385000,25000,1,0,0,0,23.1,998,67.04,90Nm@ 3500rpm,5
450,7,Hyundai,800000,25000,1,0,0,0,15.29,1591,121.3,151Nm@ 4850rpm,5
451,4,Maruti,675000,10000,1,0,0,0,21.21,1197,81.8,113Nm@ 4200rpm,5
452,5,Tata,1525000,50000,0,0,0,0,17.6,2179,153.86,400Nm@ 1750-2500rpm,7
453,5,Ford,950000,30000,0,0,0,0,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
454,8,Hyundai,610000,50000,0,0,0,1,21.19,1396,88.73,219.66nm@ 1500-2750rpm,5
455,11,Hyundai,525000,120000,0,0,0,0,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5
457,8,Mahindra,375000,80000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
458,8,Nissan,580000,90000,0,0,0,0,20.45,1461,83.8,200Nm@ 1900rpm,5
459,8,Maruti,434999,50000,1,0,0,1,20.4,1197,83.11,115Nm@ 4000rpm,5
460,3,Datsun,350000,2136,1,0,0,0,22.5,999,67.0,91Nm@ 4250rpm,5
461,11,Toyota,730000,250000,0,0,0,0,12.99,2494,100.0,200Nm@ 1400-3400rpm,7
462,8,Hyundai,600000,35000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
463,8,Toyota,1050000,120000,0,0,0,0,12.99,2494,100.6,200Nm@ 1400-3400rpm,7
464,6,Maruti,735000,70000,0,0,0,0,27.39,1248,74.0,190Nm@ 2000rpm,5
465,5,Renault,1050000,18000,0,1,0,0,19.6,1461,108.45,245Nm@ 1750rpm,5
466,7,Chevrolet,420000,110000,0,0,0,1,18.2,1248,73.74,172.5Nm@ 1750rpm,7
467,6,Maruti,800000,60000,0,0,0,0,23.65,1248,88.5,200Nm@ 1750rpm,5
468,8,Toyota,2000000,60000,0,0,1,0,12.55,2982,168.5,360Nm@ 1400-3200rpm,7
469,7,Maruti,600000,147000,0,0,0,1,26.59,1248,74.0,190Nm@ 2000rpm,5
470,8,Toyota,1900000,130000,0,0,1,0,12.55,2982,168.5,360Nm@ 1400-3200rpm,7
471,12,Chevrolet,500000,99500,0,0,0,2,11.5,1991,147.9,320Nm@ 2000rpm,7
472,12,Tata,200000,110000,0,0,0,1,17.0,1405,71.0,135 Nm at 2500  rpm ,5
473,7,Nissan,370000,35000,1,0,0,0,19.49,1198,67.04,104Nm@ 4000rpm,5
474,13,Hyundai,260000,110000,0,0,0,1,16.2,1493,110.0,24 KGM at 1900-2750 RPM,5
475,7,Mahindra,280000,100000,0,0,0,0,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
476,9,Maruti,610000,21000,1,0,0,0,16.02,1373,93.7,130Nm@ 4000rpm,7
477,10,Ford,300000,60000,0,0,0,1,23.5,1498,90.0,204Nm@ 2000-2750rpm,5
478,13,Tata,140000,40000,0,0,0,0,16.6,1405,70.0,"14.3@ 1,800-3,000(kgm@ rpm)",5
479,15,Hyundai,229999,50000,1,0,0,0,19.81,1086,68.05,99.04Nm@ 4500rpm,5
480,13,Maruti,200000,65000,1,0,0,1,19.0,998,66.1,90Nm@ 3500rpm,5
481,12,Maruti,200000,80000,1,0,0,0,18.9,998,67.1,90Nm@ 3500rpm,5
482,8,Hyundai,560000,119000,0,0,0,0,23.9,1582,126.2,259.9Nm@ 1900-2750rpm,5
483,7,Maruti,750000,80000,0,0,0,0,24.52,1248,88.5,200Nm@ 1750rpm,7
484,6,Maruti,585000,90000,0,0,0,0,25.2,1248,74.0,190Nm@ 2000rpm,5
485,7,Hyundai,760000,20000,1,0,0,0,17.01,1591,121.4,154.9Nm@ 4200rpm,5
486,9,Maruti,430000,80000,0,0,0,1,25.2,1248,74.0,190Nm@ 2000rpm,5
487,3,Mahindra,480000,44665,0,0,0,0,25.32,1198,77.0,190Nm@ 1750-2250rpm,6
488,4,Kia,643000,10000,0,0,0,0,20.8,1493,113.4,250nm@ 1500-2750rpm,5
489,5,Hyundai,500000,60000,1,0,0,0,20.14,1197,81.86,113.75nm@ 4000rpm,5
490,7,Honda,425000,22000,1,0,0,0,18.5,1198,86.8,109Nm@ 4500rpm,5
491,9,Maruti,250000,25000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
492,7,Maruti,285000,70000,0,0,0,0,27.62,793,47.0,125Nm@ 2000rpm,5
493,15,Maruti,160000,123000,1,0,0,2,17.5,1298,85.8,114Nm@ 4000rpm,5
494,12,Volkswagen,250000,70000,0,0,0,1,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
495,10,Chevrolet,170000,70000,1,0,0,1,18.6,1199,79.4,108Nm@ 4400rpm,5
496,10,Toyota,409999,45000,0,0,0,0,23.59,1364,67.06,170Nm@ 1800-2400rpm,5
497,8,Hyundai,400000,40000,1,0,1,0,18.9,1197,82.0,114Nm@ 4000rpm,5
498,4,Maruti,700000,30000,0,0,0,0,28.4,1248,74.02,190Nm@ 2000rpm,5
499,16,Honda,350000,90000,1,0,1,0,12.9,1799,130.0,172Nm@ 4300rpm,5
500,7,Maruti,660000,34000,1,0,0,1,17.5,1373,91.1,130Nm@ 4000rpm,7
501,6,Maruti,268000,25000,1,0,0,0,24.7,796,47.3,69Nm@ 3500rpm,5
502,7,Maruti,270000,50000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
503,10,Chevrolet,300000,50000,0,0,0,0,25.44,936,57.6,150Nm@ 1750rpm,5
504,6,Tata,450000,90000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
505,11,Chevrolet,220000,70000,0,0,0,1,25.44,936,57.6,150Nm@ 1750rpm,5
506,14,Tata,250000,146000,0,0,0,1,13.93,2179,138.0,320Nm@ 1700-2700rpm,7
507,11,Ford,300000,85000,1,0,0,1,15.6,1196,70.0,102Nm@ 4000rpm,5
508,14,Tata,88000,201850,0,0,0,1,17.88,1396,52.8,85Nm@ 2500rpm,5
509,7,Maruti,561000,30000,0,0,0,0,26.59,1248,74.0,190Nm@ 2000rpm,5
510,5,Maruti,755000,15000,0,0,0,0,28.4,1248,74.02,190Nm@ 2000rpm,5
511,6,Datsun,235000,25000,1,0,0,0,22.7,799,53.64,72Nm@ 4386rpm,5
512,12,Maruti,165000,90000,1,0,0,0,20.92,998,67.1,90Nm@ 3500rpm,5
513,15,Maruti,190000,80000,0,0,0,1,19.3,1248,73.9,190Nm@ 2000rpm,5
514,12,Tata,110000,50000,0,0,0,0,17.2,1396,53.5,"8.5@ 2,500(kgm@ rpm)",5
515,11,Mahindra,320000,80000,0,0,0,1,13.6,2523,63.0,180Nm@ 1440-1500rpm,8
517,7,Hyundai,540000,38000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
518,10,Hyundai,180000,60000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
520,11,Maruti,450000,30000,1,0,0,0,17.5,1197,85.8,114Nm@ 4000rpm,5
521,9,Maruti,450000,30000,1,0,0,0,19.1,1197,85.8,114Nm@ 4000rpm,5
522,8,Chevrolet,200000,50000,1,0,0,0,18.6,1199,76.8,106.5Nm@ 4400rpm,5
523,6,Tata,425000,42000,1,0,0,0,23.84,1199,84.0,114Nm@ 3500rpm,5
524,7,Chevrolet,400000,30000,1,0,0,0,18.2,1199,82.4,108.5Nm@ 5000rpm,5
525,14,Maruti,125000,60000,1,0,0,2,19.7,796,46.3,62Nm@ 3000rpm,5
526,5,Jeep,1600000,14000,0,0,0,0,17.1,1956,170.0,350Nm@ 1750-2500rpm,5
527,8,Honda,900000,22000,1,0,0,0,17.4,1497,117.3,145Nm@ 4600rpm,5
528,11,Volkswagen,450000,90000,0,0,0,0,20.54,1598,103.6,250Nm@ 1500-2500rpm,5
529,12,Maruti,210000,46000,1,0,0,0,20.92,998,67.1,90Nm@ 3500rpm,5
530,5,Hyundai,801000,20000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
531,9,Tata,317000,15000,0,0,0,0,15.42,1405,70.0,135Nm@ 2500rpm,7
532,8,Maruti,600000,40000,1,0,0,1,16.02,1373,93.7,130Nm@ 4000rpm,7
533,9,Hyundai,330000,30000,1,0,0,1,18.5,1197,82.85,113.7Nm@ 4000rpm,5
534,6,Hyundai,320000,15000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
536,16,Hyundai,120000,110000,1,0,0,1,15.3,1341,83.0,115Nm@ 3200rpm,5
537,14,Maruti,130000,70000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
538,8,Chevrolet,220000,80000,1,0,0,0,18.2,1199,82.4,108.5Nm@ 5000rpm,5
540,8,Tata,340000,110000,1,0,0,0,17.57,1193,88.7,140Nm@ 1500-4000rpm,5
541,10,Ford,200000,70000,0,0,0,1,19.68,1399,67.0,160Nm@ 2000rpm,5
542,21,Maruti,140000,50000,1,0,0,1,19.7,796,46.3,62Nm@ 3000rpm,5
543,10,Toyota,1000000,190000,0,0,0,0,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
544,13,Mahindra,495000,100000,0,0,0,1,13.6,2523,63.0,180 Nm at 1440-1500rpm,7
545,8,Maruti,236000,60000,1,0,0,0,22.74,796,47.3,69Nm@ 3500rpm,5
546,8,Maruti,390000,40000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
547,14,Maruti,275000,90000,0,0,0,1,19.3,1248,73.9,190Nm@ 2000rpm,5
549,6,Maruti,775000,32000,0,1,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
550,7,Toyota,1800000,30000,0,0,1,0,11.36,2755,171.5,360Nm@ 1200-3400rpm,7
551,7,Hyundai,850000,58000,0,0,0,0,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5
552,5,Maruti,750000,5000,0,0,0,0,24.3,1248,88.5,200Nm@ 1750rpm,5
553,5,Hyundai,570000,25000,1,0,0,0,18.6,1197,81.83,114.7Nm@ 4000rpm,5
554,5,Hyundai,580000,32000,1,0,0,0,18.9,1197,81.86,113.75nm@ 4000rpm,5
555,7,Honda,484999,30000,1,0,0,0,18.7,1199,88.7,110Nm@ 4800rpm,5
556,6,Honda,700000,43000,1,1,0,0,15.4,1497,117.3,145Nm@ 4600rpm,7
557,11,Hyundai,415000,60000,1,1,0,0,17.7,1497,113.42,144.15nm@ 4500rpm,5
558,8,Nissan,325000,50000,1,0,1,0,19.34,1198,76.0,104Nm@ 4400rpm,5
559,5,Ford,550000,14200,1,0,0,0,18.16,1196,86.8,112Nm@ 4000rpm,5
560,6,Hyundai,300000,10000,1,0,0,0,21.1,814,55.2,74.5Nm@ 4000rpm,5
561,5,Datsun,217000,25000,1,0,0,0,22.7,799,53.64,72Nm@ 4386rpm,5
562,5,Ford,700000,19100,1,0,0,0,19.0,1194,94.68,120Nm@ 4250rpm,5
563,4,Hyundai,466000,25000,1,0,1,3,20.3,1086,68.0,99Nm@ 4500rpm,5
564,9,Ford,484999,54000,0,1,0,0,23.0,1498,98.96,205Nm@ 1750-3250rpm,5
565,5,Nissan,670000,35000,0,0,0,0,22.71,1461,84.8,200Nm@ 2000rpm,5
566,5,Hyundai,500000,20000,1,0,0,1,18.9,1197,81.86,113.75nm@ 4000rpm,5
567,7,Maruti,675000,52000,0,0,0,0,23.65,1248,88.5,200Nm@ 1750rpm,5
568,12,Hyundai,220000,120000,0,0,0,1,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5
569,6,Jeep,1650000,50000,0,0,0,0,17.1,1956,170.0,350Nm@ 1750-2500rpm,5
570,10,Maruti,630000,120000,0,0,0,1,20.77,1248,88.8,200Nm@ 1750rpm,7
571,13,Tata,250000,90000,0,0,0,1,18.8,1248,90.0,200Nm@ 1750-3000rpm,5
572,19,Maruti,120000,120000,1,0,0,2,18.9,998,67.1,90Nm@ 3500rpm,5
573,8,Skoda,300000,101500,0,0,0,1,21.14,1498,103.52,250Nm@ 1500-2500rpm,5
574,10,Hyundai,525000,75000,0,0,1,0,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5
577,7,Mahindra,1100000,100000,0,0,0,0,15.4,1997,120.0,280Nm@ 1800-2800rpm,7
578,11,Renault,480000,55735,0,0,0,1,19.01,1461,108.45,248Nm@ 2250rpm,5
579,9,Mahindra,605000,80000,0,0,0,1,15.1,2179,140.0,330Nm@ 1600-2800rpm,7
580,7,Maruti,250000,50000,1,0,0,1,24.7,796,47.3,69Nm@ 3500rpm,5
581,10,Ford,245000,70000,0,0,0,1,20.0,1399,68.1,160Nm@ 2000rpm,5
582,11,Hyundai,210000,76000,1,0,0,3,20.36,1197,78.9,111.7Nm@ 4000rpm,5
583,3,Maruti,730000,1500,1,0,0,0,21.21,1197,81.8,113Nm@ 4200rpm,5
584,11,Mahindra,500000,76000,0,0,0,0,15.96,2523,62.1,195Nm@ 1400-2200rpm,7
585,8,Maruti,400000,40000,1,0,0,0,20.51,998,67.04,90Nm@ 3500rpm,5
586,8,Hyundai,280000,60000,1,0,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
587,14,Toyota,561000,170000,0,0,0,2,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8
588,10,Mitsubishi,950000,181491,0,1,0,0,13.5,2477,175.56,400Nm@ 2000-2500rpm,7
589,7,Chevrolet,375000,53319,0,1,0,0,25.44,936,56.3,142.5Nm@ 1750rpm,5
590,6,Volkswagen,700000,40906,0,1,0,0,21.66,1498,108.62,250Nm@ 1500-3000rpm,5
591,11,Toyota,375000,31711,1,1,0,1,17.6,1496,88.7,132Nm@ 3000rpm,5
592,11,Hyundai,270000,43755,1,1,0,1,21.1,814,55.2,74.5Nm@ 4000rpm,5
593,7,Renault,300000,66693,1,1,0,0,25.17,799,53.3,72Nm@ 4386rpm,5
594,13,Maruti,225000,59549,1,1,0,0,19.0,998,67.1,90Nm@ 3500rpm,5
595,8,Toyota,1350000,94385,0,1,0,0,12.99,2494,100.6,200Nm@ 1200-3600rpm,8
596,13,Maruti,200000,73730,1,1,0,0,18.2,998,67.1,90Nm@ 3500rpm,5
